,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,totalGames,winRate,masteryRatio,mostPlayedID
729,IRON,IV,2yxxcNP7PhOHcCXaWubujSbe6SGYNdGWSfKN-ouxcFrSX-Ts,regraDD,0,0,10,10,0.0,1.4317997450457758,141.0
730,IRON,IV,b1P7bgo17S7ImVAHHHCbrgEe5lxvAr3xxSaE9LE_c13t-iCc,Flidow,4,35,39,74,47.2972972972973,1.4913169319826338,5.0
731,IRON,IV,BN_GQNNc0Zj146DFnzMfFNKrt0sBC4srW2MDphqig16G7bDT,bennyjsx,95,30,38,68,44.11764705882353,2.4768864717878993,120.0
732,IRON,IV,xsSjDIADsTJi6lJDBuwM4Ty-3hpt-8CxvHF5XSizUHc2VTvY,GuyAssassin,65,41,47,88,46.590909090909086,1.6463453222233941,21.0
733,IRON,IV,FKnbXm-0sXrV-JLE7vZtO2on-pPU1UnEAP9G5AOGRTA131Qs,DaMemeDevil,97,4,13,17,23.52941176470588,2.7678922681192315,235.0
734,IRON,IV,lQH0fmypFvAc3irHxY4smPEa8y8Vbz2TzIEUHSUtE3KekhA0,AwokenJev24,47,9,22,31,29.03225806451613,3.821056603773585,6.0
735,IRON,IV,88himjYzk6GqaDlLKoLAkMTpDz6TZMtLjKQH9IGTUcL-_yD_,KevsDoRice,75,33,49,82,40.243902439024396,2.4664308606918084,17.0
736,IRON,IV,LVxruIfSlLYRby1gS8XvMdTuC4l31paUl2RsfYezLVOmdbx3,UgglyPuff,0,21,44,65,32.30769230769231,3.094093985268937,145.0
737,IRON,IV,PmbsF3jJboJp4A6vyGCz1ta6URPuwdi63dDiFzgpXqEmgIo_,Switch0412,6,8,26,34,23.52941176470588,2.1379633730169068,246.0
738,IRON,IV,jVJM0Ddz_MQgWyqHoP7gu95he198IkGWGLvG0N2kqmz7p9SR,Pure Mischief,75,3,13,16,18.75,1.7782449378823049,555.0
739,IRON,IV,XMGRMgv5sE1yW2rwR6FcznpCCYqhB06xf0LtjFx_OhNKnRgz,VeilH3art,54,28,33,61,45.90163934426229,1.0899738392154974,141.0
740,IRON,IV,QfOZA52BDQhmzYw_NMoF6za7mvr_VMMSFzsj_JXzfglywvn-,Pabie GO,42,21,34,55,38.18181818181819,2.231678087972184,203.0
741,IRON,IV,55Ki1IvGsjbLIO9YNCKlHKjKvq813waO6-ALcHnTPjfd2eja,Ant4gon1st,72,38,45,83,45.78313253012048,3.3467261904761907,82.0
742,IRON,IV,PBOKEUrX_gHlg2OlOPE06IThcpHRV6tig7LPpKE4NJ7gPwL7,WraithDaGhost,0,32,48,80,40.0,2.211901871522509,86.0
743,IRON,IV,7R7EByaNq9LtJepeU_FT8XYIEw-5oXBY1hiy-EQNv5XCTkNa,mininyhai1,57,3,11,14,21.428571428571427,1.0822195773905918,28.0
744,IRON,IV,IIw6ku7WvCf3cnY-kqB6Pi9Bf5hrqU566D2wZB7Vol7WXOTT,Leoelredirijido,100,48,43,91,52.74725274725275,1.238202030432371,254.0
745,IRON,IV,vZcn07ANw_UyGEDug1MdSk5CLwoLqaod20FlX0SQjPWttm4g,sunnflower,18,2,16,18,11.11111111111111,1.950841316179383,99.0
746,IRON,IV,KtvEdVOAbbB0g5Hl-mW3wqbW-BEj6G5bH80-4bI9tMZuPuGs,Dios0103,7,30,43,73,41.0958904109589,1.096671498820386,7.0
747,IRON,IV,wZwAuPQwzU-HNJv4rIzLTDpqL0Kaaqel43dKdEZ5ayfKNAkB,GoombaTurkey,0,130,158,288,45.13888888888889,1.3790738525938107,18.0
748,IRON,IV,paPr6Q5eYi3nOwsBH6416ODCqeKo0WjJD_CU7APCzW4PQcJz,Roman002,0,15,32,47,31.914893617021278,5.796534904456371,84.0
749,IRON,IV,Vijsvz5W0PocjrVe2t479nY66FS6-a_r7SkwHrSlsXX0bA-h,UseUrManners,27,110,147,257,42.80155642023346,1.423092242449802,350.0
750,IRON,IV,LFmRO4jqe8ai-tBXgESuJZNpyy88xnUiMFVHARkQvso7Av4F,reaper0411,57,16,41,57,28.07017543859649,1.338233254749688,202.0
751,IRON,IV,3BY7Y8vylnHuUYrys1dAElDv8J_Vxh96MC9vw0lnNrfzOhVG,F1xy,59,6,23,29,20.689655172413794,2.2740200321503647,555.0
752,IRON,IV,yoYJvAmXpIEJsk9g3VWLi7PToTKuFMgbe7fvDl2AxtIYnxre,hershiekisses,41,19,39,58,32.758620689655174,1.5794324248384377,21.0
753,IRON,IV,PfwkoYriWJDoI9mBVFZaNDOXKbEk2WvGQaReJS4QjjkX7MLd,KittyUwU,75,9,26,35,25.71428571428571,1.1404976040176473,21.0
754,IRON,IV,0SZbwczPmHH9s1S9ZAQdV7Po68op-fBsEtc60PMMGqXPsuZu,King Goatman,75,6,12,18,33.33333333333333,1.4473744629210534,223.0
755,IRON,IV,bM50KCnXhv1GIhUADqhJn3e1Y8hFlUvPdkxzyWWcNwbCMEbf,AlexUchila,4,10,27,37,27.027027027027028,1.7343581154095526,10.0
756,IRON,IV,7fDng0eYtHODGgVOOM4qko5h2AkCEzFkTUwdEl5zJFlmwrvS,starfire67,100,3,9,12,25.0,2.8994464944649447,28.0
757,IRON,IV,aYXZZ5kEZhRAqpWCDzdce-fdo3dMy3YY5Jfbyj48wBYZreJ3,kasd2018,100,17,20,37,45.94594594594595,1.7891816806264107,164.0
758,IRON,IV,5yUGRDWjEz8tJhD8yerkWPHw79ThUMlj8UjBGdFgeqcJ7gbk,nastasache,62,33,52,85,38.82352941176471,1.7987379318366872,11.0
759,IRON,IV,C7q-IPcpHDnDi-n7jo2e0ai2ry_dWfn4bIpFJXdCVllPPRBt,Sir GOKUarg,27,35,81,116,30.17241379310345,2.701620264719306,86.0
760,IRON,IV,ol4Drq2tk3oaPWS4jJ_nnNd-DOc4i5pN8mLnTykYwd-ssoH1,theor12,12,40,61,101,39.603960396039604,1.0619224036151935,67.0
761,IRON,IV,OKutBeawf94x9ITGB4hRSRnKd6vG73faiZ-OPlkw9cqa1Yko,ItzLionBlaze,100,78,107,185,42.16216216216216,1.6563846455150804,24.0
762,IRON,IV,XYOxRK_fE1ViW66lvSazxmrB0TUM4lx_Be0j3evNgPNfY3zY,wuerosky08,39,40,51,91,43.956043956043956,1.2943271020474225,82.0
763,IRON,IV,B7yDZKSYd8Fa2lqQURxTmaM2qnT_vS1zabAy1RT22U9OyMs_,Dinospider7,17,4,19,23,17.391304347826086,5.128916124090387,114.0
764,IRON,IV,wKD5AdubsLXSCNzaP5kmIXodrsEB_KFhjUQSpaeu2bU_PrS-,MontanaOfFge,48,5,12,17,29.411764705882355,1.7368796270907596,67.0
765,IRON,IV,ab4psng3EmiEpHibZ4SNbipKq5GXG1svZEfPD4j0tFpF9F-F,PhatUnicorn22,35,62,90,152,40.78947368421053,1.0751231527093597,11.0
766,IRON,IV,6NuDD11c0dBAUuvaq2XQ3IQtBk54SbeIAtOD5pXDCeAgEqvI,h1kon,44,3,15,18,16.666666666666664,1.514504867735274,28.0
767,IRON,IV,lCcCaq33CFFjuDXlcj9p-gG8SGubTUHlNoogOK7r7ti9TSGV,StrawWizard,83,3,9,12,25.0,2.77520298063877,103.0
768,IRON,IV,qWXbdsFMsUd8zycFwCa4clZbSIAi04h3KpArE_y_vNW_BPhZ,MkMayo,59,5,13,18,27.77777777777778,1.1124003599897145,238.0
769,IRON,IV,FYsdH0R9ZCP9Hbu3w8c2N_-5rlA57gr6toxhwO4f3ojlL1Db,JosukeIsBestJojo,57,55,71,126,43.65079365079365,1.1568302014178014,35.0
770,IRON,IV,YfTrQRymnCe9YV7WXQkGF40Mm8dHoF4p_eUFeeJkJmpCTfaL,ialphawolf1,56,19,31,50,38.0,1.4501045094265432,157.0
771,IRON,IV,HvO3vvnDF9agOiEcDSNPHPgHm9YJqcxvka7GBdYZTNW5I-t-,Enderhulk2,23,12,25,37,32.432432432432435,1.2165700259684822,17.0
772,IRON,IV,Jh8pMdIy_fVRxv8aRjEqHmClixaR4xGXbt2Zo5I8aI76WJ1i,ojazee,59,35,42,77,45.45454545454545,1.3308583263020635,157.0
773,IRON,IV,m85tku1xbAM_jfVXD3jPiXjYop-H4689YlWricC3q0ktHFmR,Vivixy ,19,6,22,28,21.428571428571427,3.576779297704232,28.0
774,IRON,IV,rRTpiHmgjy-PT1u6C6ZXP0Z5DyW4NhtBgvyb8cPkbr-d8Son,MinedamePlayz,57,9,24,33,27.27272727272727,3.8739486148988087,24.0
775,IRON,IV,4P2U1SmOKdvJyEMKldRFS1a4ZQLMLcpBNNDiH0YLKZsSOVBi,TheblackRuby48,67,6,13,19,31.57894736842105,1.160674093548448,22.0
776,IRON,IV,8hOHa4-Bw_tjQNMRLRwknGmgq8v9jKU5GQ0sG1GmKn-koPfx,VermilionWolf98,64,42,75,117,35.8974358974359,5.929139840844564,11.0
777,IRON,IV,sH0EL6RkZ13DUslkWP5rZZYKw8oq8oqXceWVfspmmbpJAq4r,bigdog173817,44,12,18,30,40.0,1.0236059681986496,498.0
778,IRON,IV,GxtmCf-lnCtyr5otC_ouPFFf4sBkRNTmfdS3_FrSB0soIdYJ,Cupid BOI,7,16,35,51,31.372549019607842,3.019229924924266,99.0
779,IRON,IV,FV8a6M3B-xQSp2p1JK_GAfPDjMQ5gBQzenIVIqKQa9RoFhZS,icereaper1220,48,31,40,71,43.66197183098591,1.170586147224564,19.0
780,IRON,IV,j0JEGRcXdFKNTrJHtMqC_cGbPg3JnVQ6-M45Ud6ynZbyTu7u,KillerSLI,35,8,17,25,32.0,1.107084994213707,5.0
781,IRON,IV,haAojg8jjlRFcEUSroqoJkLWg5NRyOriMKTVBEYBm6jxfqhP,Quixoticcc,48,1,9,10,10.0,1.4417505732230087,99.0
782,IRON,IV,x6Z9QJAw6WArokRuBXhSVtZSbWOuchp_tBgN-F2KKZ_hmQxG,raistlinmaje,75,6,10,16,37.5,1.4998623979451426,268.0
783,IRON,IV,0J4azeEwdSxia0nSst9_rMvhxxoJsl0Zws8e0zNikN_M8IM0,B0ngtime,100,3,8,11,27.27272727272727,4.026421923474664,55.0
784,IRON,IV,StvwWUnVyI-r23UM1Px459GxrrEoG3CKPdLqOokZikl8SB-N,Sythekillerobot,17,8,23,31,25.806451612903224,2.055051244509517,39.0
785,IRON,IV,67D15EyuoIMBinEBf1STAMMI8wpw_QJ3kjsK4vwaOhR7mpWQ,T33Grizz,48,2,12,14,14.285714285714285,1.7667269439421338,141.0
786,IRON,IV,s0TW6hokAQ5zko7KRIC7Dr4P12akc6LNJLWfcaKWkk0ysi43,kronik fox,42,57,79,136,41.911764705882355,2.188167445124224,238.0
787,IRON,IV,Kt0vwYbGpfYu0IAzdv0G0muQWKMPIVEodvqOmYwE4-Zj8aqP,MLGGaming1,5,34,77,111,30.630630630630627,1.2175907424460932,157.0
788,IRON,IV,BrWhJQLZk1V6b7LgPxQQDvHuJKXwZBbo6Pe3lHIPXa31A_RZ,LarjAndInCharge,10,17,85,102,16.666666666666664,1.0610042531581285,350.0
789,IRON,IV,aHJ6iWcz4UuNWwjVuCH6JdytfiO3jzaBKraOLVI_Wpc0X-wT,seucu321,46,53,76,129,41.08527131782946,1.2614627994955865,63.0
790,IRON,IV,87K_VOY3Jld70s_wsxx2EChx9GkUILURkIeG_P21uPOpZz1h,Theboogereater,100,19,31,50,38.0,1.6142367906066537,157.0
791,IRON,IV,LHbyhq1oHHuQftlabxPa4XsJdcJJrJzgbM8S6bxq9gvRy2xw,Gamamachu,61,29,40,69,42.028985507246375,2.633293151681943,3.0
792,IRON,IV,Fb8CUSaREWHSEbn-2TU3BSTer9N38Alu1SSCy2haXivoGyJv,cynfulplays,43,1,10,11,9.090909090909092,2.1196924459005997,498.0
793,IRON,IV,yDx2wPmZQ5x1VX7bDhQ706rN1GqOkyzZIuHsd0npnjAntaU8,lightfinger123,59,10,26,36,27.77777777777778,1.1088354014052924,86.0
794,IRON,IV,brrgqWtd-lZivMCKHVfLU49avrF4gqSLfoLZX60LaKaff_so,mohamed1777,100,33,57,90,36.666666666666664,1.0412629639737991,238.0
795,IRON,IV,gN7xKA4nJSA1Ign_b1yi-RtRsR1jspLXGMYnWni9TumPDDAE,EliteSlayer12345,80,60,66,126,47.61904761904761,1.106742683390346,555.0
796,IRON,IV,AjwQ1QYk6bRmz630_0EezsWME9FJqtjT5Xmpuzwet_FGat2W,Kioma,69,15,27,42,35.714285714285715,4.66139131102831,142.0
797,IRON,IV,uJFG-F4QZPYpt-scFGeyH6SkcC07vQV3cY1jFIC76V9GDNZS,TwoBrosInAHotTub,0,16,21,37,43.24324324324324,2.649867693047871,37.0
798,IRON,IV,AR_8D_S_JahyVpky3SXZE5wJG8xnlmeTIIyEzRbEOkNHDpVY,Ukoti,42,6,16,22,27.27272727272727,1.3566460764127202,131.0
799,IRON,IV,Ry7iYUe-rAfdN8HQM9yiHkr7YgRk3KGNO5iVnLOHtelmV7PI,Aexoui,100,13,19,32,40.625,1.034980868466318,22.0
800,IRON,IV,SQUjRN52iE9_XVSqyXbjSD1M5WhqdjD-Yoyjw0Et-tM9Og54,PlusUltra9K,48,12,28,40,30.0,2.133636934673367,63.0
801,IRON,IV,cMhiXMCUETP7W2pZspckCA4sbK-TvxuCZ3eylnTubFDgWzJq,GreenTaey,60,1,9,10,10.0,1.1578249336870026,82.0
802,IRON,IV,Oy42KjFN4ldrFAS1dekPo9sUmJSMNJZGw5DAMV151zQm2uRD,MeatDelicious,38,4,12,16,25.0,2.263906657796428,92.0
803,IRON,IV,4p4DIsQUkxuvbloyEgNHuYaMxpgrDzKwfcBAbgpeH_GL9ayT,tushyf,40,1,10,11,9.090909090909092,1.5009661513859276,11.0
804,IRON,IV,WA3v4kj07pE72PE8fS3-DMEKc-OX_h8urhPjD9pbfzID8iUr,AfallenMyth,28,50,71,121,41.32231404958678,1.6454645969546329,29.0
805,IRON,IV,o_I6wXhtsoqH2W3vGxEK45rNtdIT6dgnK9qdYVxm77UVeElJ,Elitewarrior222,35,25,61,86,29.069767441860467,1.4162575013638843,157.0
806,IRON,IV,C-sEsJZ7atdyZLWWIJlHI5vd31gRnAexi7pmRyrCzf-4WmZr,ShamGot,75,12,13,25,48.0,2.5841782541521825,62.0
807,IRON,IV,WRRMWOqXqzgfWS5n7B04fP25FGi4PABpsazGuTKdQCDLLQle,llBigBatll,82,2,9,11,18.181818181818183,1.374026970726894,23.0
808,IRON,IV,TXVR92b5lHNut1weoJy7t94Y-9lSniXiCfyU5y2ozHdNz6wT,nemis6,45,14,20,34,41.17647058823529,2.539384020235084,50.0
809,IRON,IV,VxL_rWuplULfUUIXXzhcwM8rPHbyNzYygxaSWCACERk7KA1y,Heyheyrayray19,44,19,42,61,31.147540983606557,1.1580870499731328,78.0
810,IRON,IV,SthhJm8YOiBW-B1NyZVSlfX-2eaMUAXJUoFJO7Uqxk9nCTUt,juanubz3,73,81,101,182,44.505494505494504,2.1303844670181302,121.0
811,IRON,IV,LeyyhIqZa_vPq_Pi4uiN2-yKFlLiqKNNmYrRpDUfYNUKgco0,KevsterG,0,22,33,55,40.0,1.03364,19.0
812,IRON,IV,eNXTpNUrBWDgthNCn73crAdLC_hSdLPauTJzRvpNcrBQZTUx,Wrangles,49,19,33,52,36.53846153846153,1.0687536571094207,141.0
813,IRON,IV,JQs22Q-OFKUOYiqj4eB27UISrV48cGL7vepSyvn8qccMk_s_,crxzr,93,46,62,108,42.592592592592595,1.8655173751163512,145.0
814,IRON,IV,O417OuLoWHsFafPfUGM5b47V2rnD3KgTA9o0Hk2mjtrRNz8h,Obese Joker ,28,5,15,20,25.0,1.5259420382573092,11.0
815,IRON,IV,MW6ZvDNWa4UR1a-iu0-l1SQu6gpo1p9FxKYB40ggbi3K6hYL,xBxngs,36,3,17,20,15.0,1.5770686857760952,498.0
816,IRON,IV,bbQV2nPCePa8-Uk6Wj_DWjaGOcFf-002p12Ks2oSPg_CbRiw,maximummax2,63,28,30,58,48.275862068965516,2.2448130595050024,11.0
817,IRON,IV,JH7OiEussEu5_fi8jundAOGm8vGonLe7jUe5XA02yS-sP0m4,SRPRESIDENT,7,52,82,134,38.80597014925373,1.123117007576892,19.0
818,IRON,IV,0rjYyrYYZc1Tng8WvS2b1ykIPM70gOjltlhwSCKcfuiMVHUA,DropOfGalaxy,0,45,92,137,32.846715328467155,2.2035511104812424,142.0
819,IRON,IV,Xv-obwGIXVcQzUnRbUkFwvzwz6ZU5F0yXlx13MGEqzO2i87w,1AOE1,58,1,9,10,10.0,2.84088480963481,157.0
820,BRONZE,I,nkddda5W2lDaPQXb-MaxlcKfBYCvDmw1eS24IKu0CPTmLeN_,Far0ji,0,7,6,13,53.84615384615385,1.7910167014113532,55.0
821,BRONZE,I,UFJhZa3V0HH1oElTKfbsbcZ7IO6quXZtk8wAidv19A-ieeFz,bısexual,77,13,14,27,48.148148148148145,1.3411109861688968,119.0
822,BRONZE,I,gQkA4_jnY6RV51Egf88V43W1PLj_UnBtN7uNSywQ4RHfeSL_,sexysushi69,0,6,12,18,33.33333333333333,1.0556338028169014,51.0
823,BRONZE,I,4t4VZZyEm86P_lsOmfEn9i6HMNQX93pC8XszIZSXFJoFJMnQ,AHS J1mmy,0,39,28,67,58.2089552238806,2.7848394252097597,99.0
824,BRONZE,I,D8mGY9RWokmvd2CpRyjoglwQhZzzFqRus9b2DyX_is8rSO9d,BOSSISOP,0,12,11,23,52.17391304347826,2.8541783510936622,157.0
825,BRONZE,I,g6coOnbdT1bwNuBMiy4qvfOuMwa6Iayz6FVEenpKy7q3MYW7,DontLetMeDiePls,0,5,13,18,27.77777777777778,1.18918714126049,82.0
826,BRONZE,I,bQexLsdyzATcQY59rd6Z2N0QNY6aSS3wPY2stE3h6Fjkh-fs,BGWolff,67,51,48,99,51.515151515151516,1.1301057010096223,84.0
827,BRONZE,I,ysceBTPSyFm_EUS_wEaBJ1hplO_M2DnO6r_2eaTHcpkVECve,Yunyn,41,77,58,135,57.03703703703704,1.8823713696004718,157.0
828,BRONZE,I,RXp-PbE79-OH6ejqnlm5dlBGNn5ZSpEBjPERlZ7Ess9p27KO,SexPanther13,7,40,42,82,48.78048780487805,1.3277809270483583,111.0
829,BRONZE,I,QVFzpr6i-F13dvXZmdGZ2bJRpKoz593qo60edj_eAFprGD4l,Link93x,29,18,16,34,52.94117647058824,3.689725278914331,122.0
830,BRONZE,I,X7f87I0gnGG3Ws37M-CTHbHF-OlxWTf5jCIp9pqhXv5OYnvr,Argus Hunter,39,6,9,15,40.0,2.4437751247889823,40.0
831,BRONZE,I,C7Qr3lNO68GD6nX0qJnTliYJxODFVzy0nDRVFr2ocQ-hgvm4,WTR38,100,16,15,31,51.61290322580645,1.0470090977036675,98.0
832,BRONZE,I,xx7_z9WWMfhc7dJy2c7S7B1srl0iij3PQanQh_WRGIFlqAmb,TransT0P,37,21,28,49,42.857142857142854,1.039704411872302,157.0
833,BRONZE,I,GLJyPvlWdrPIJRb23gPR7fJ-akt9CbMUgmzZ4pkIR3FB9IKU,Netinho Psy,0,87,72,159,54.71698113207547,5.10791169614699,157.0
834,BRONZE,I,7QH492SYtYn96bo7AcYKhTBeK7NotvlH0NrEw-LVbz5bRB9a,Big Nik Digga,51,16,12,28,57.14285714285714,1.3444534485863497,19.0
835,BRONZE,I,kwx_dTEe1suwu_Q3izpu5T8R6Qw8_4lEndPl21Qb7hUrZ5WC,GeorgeFIshZ,71,26,19,45,57.77777777777777,1.8672798948751643,91.0
836,BRONZE,I,2DiNKNEUZecY9EeriH18uvH5CzfCfSw2mBtrz7PZu27x_io4,GYS Mellody,28,109,99,208,52.40384615384615,1.121307034622873,20.0
837,BRONZE,I,sQg5KLIoW6E0rNgJuTemvp8K7GrgeKuEclNRoqMW7wZCosh2,Kenpachi Raiden,67,50,43,93,53.76344086021505,1.2080275963441955,103.0
838,BRONZE,I,ntvBxoYnJ5v9pZWGAgr38oX83GeIY2HTupst0Xd4nVq8DWXl,xXTooEzKidzXx,0,76,67,143,53.14685314685315,1.8339518528536651,157.0
839,BRONZE,I,Bf4w2ob0cJmfGLLsjJRpjmahDT8iH0Jq9Z_GbpuctAipo2c4,komododrag0,11,45,54,99,45.45454545454545,2.1827784949364557,16.0
840,BRONZE,I,c1SFBvPfIahBR3dXT-d4uPn2sp6cr81YBGFqpWK8XedmUjjn,TheeConducter,20,8,9,17,47.05882352941176,1.6778607943373969,45.0
841,BRONZE,I,m3eRsJi6hL89cUsL4YaE-W4EWCk4WKWpVaMBKyw_x_RYeZ1W,Daylo,36,23,33,56,41.07142857142857,1.7391112808011984,86.0
842,BRONZE,I,sAEYGuUMNdjX8xHjtJTdrZpag3pb-DpkvvFzW3f7SCwxvPQ1,Hi im Optimist,10,11,10,21,52.38095238095239,1.3714761013575736,24.0
843,BRONZE,I,_8CoBOn2l1O67qoQEdetf2U02I19uA5ShMJIXvFQC6nISjVe,Privateer USA,0,19,34,53,35.84905660377358,1.458429356497075,63.0
844,BRONZE,I,ZQSANJ8IUMpnXuPXqwgAX5ZUcvg7RK5Xo4PjUd3lUh6OxzHu,DistrictChamps,17,33,30,63,52.38095238095239,1.29585326953748,35.0
845,BRONZE,I,DUVXoCoB-D51OeXR15N2EA402z8THFrB_oAg-j95fge7wTmU,roomeroommeru,26,12,6,18,66.66666666666666,2.4512911213300317,39.0
846,BRONZE,I,F8eXsRqUhz9NajhUdctEF-cAo31WMbMKpiY0UzuOd0VGyQrh,GETOUTTAMYREAR,47,14,12,26,53.84615384615385,1.24245530121854,99.0
847,BRONZE,I,Ruqh1KsH6ZDFi7xn3Gy95VB_WKcj9IGFYXdUX7Jd_Giet4Gl,imaweeb1,31,8,3,11,72.72727272727273,1.6134268464625285,222.0
848,BRONZE,I,2OlD5EGtfVClqatyxNZIXuYp47PhUc56EWBg8dMytuzQrdAt,BowsetteTrap,40,42,38,80,52.5,1.1682890453357282,141.0
849,BRONZE,I,FIh3vjEj9kfnuRk34X7awpTti3d_6c3PqgaXjrom5cZA10B7, Patyx22,6,6,15,21,28.57142857142857,2.6265933927105047,77.0
850,BRONZE,I,ARkT1oyGc7ZcgDY8x4YhRrNs7z3Q8o89ezScIzEOgA_cmO4Y,Okam1den,12,79,86,165,47.878787878787875,1.1256894072924875,122.0
851,BRONZE,I,txQxULRII-CGLS66CCMI8xQSQdEGBF7CZUDipiyZMxLQpgm8,OkThisIsNotEpic,100,15,15,30,50.0,1.976740679307875,119.0
852,BRONZE,I,xcvIo5zVLzjlSICqAl6aHyjnFOJqXjIS7dI8l8q6tPZfzg6k,Wettcomerag,0,13,10,23,56.52173913043478,1.1857482527559622,105.0
853,BRONZE,I,Ex3jfaT4alGQbh_dDZTXNZ19ckjBbQJ78a0OGbdn_xnr2bwf,my bro666,0,16,25,41,39.02439024390244,1.795779647007342,145.0
854,BRONZE,I,-7ZcttyyX1SQGITLGrMF-rwJ9Z__KWR_56JeqvcmJjWR3WEU,Taniish,80,32,33,65,49.23076923076923,1.214880703223106,50.0
855,BRONZE,I,BMpUcNG1nudY3O9WoBgf0WAqCE6lytvPfPyw-u9uw25oHL-S,PlsYas,37,11,17,28,39.285714285714285,7.686643835616438,157.0
856,BRONZE,I,pPrMbt3AR8IMPsV4Cf0lI5qurzX1GggJnMCtOPyGHQPoCRiG,Decemben,68,22,24,46,47.82608695652174,1.1831424722128663,412.0
857,BRONZE,I,EDS1bSPRN6WM_FXgA9UdVBSL0Gl2KUbumY2TZZafd1CaM2QI,SynchroLegends,31,27,23,50,54.0,1.3527632523326156,92.0
858,BRONZE,I,pT205DxKmOMgQxOH25K6TOGntDMXigB47Rjuuj2XZEnjlJjJ,ElioTheRecluse,81,11,12,23,47.82608695652174,3.0065147098644496,106.0
859,BRONZE,I,Zmq2TGa313qudMm-jP1iJl6F4AzX5FBEorbbrszdKi3bWceS,Fuddumpler,0,7,6,13,53.84615384615385,1.1538442454164288,50.0
860,BRONZE,I,Nebub-UYPyJ5RTGEW7HCWc1EF7K6x2TNO6RF4_tUfKWxWvfw,Big Phimosis,35,24,26,50,48.0,1.3884156729131176,20.0
861,BRONZE,I,BbG_1ZoUf5Cq8Y_kt2xgs6niD3jxkGSLp_vzF1QafgNALIa2,Hattering,100,8,5,13,61.53846153846154,1.7043627466556512,24.0
862,BRONZE,I,KisvqkjUP1G6pH0HPztFvqxLP5FsCah-rq2mLAwqwr6WqCzL,iCEnOVAA,100,16,26,42,38.095238095238095,1.687729278107274,11.0
863,BRONZE,I,l6M4-6cr9XgSvjT9YdSHXZ3luIZWwJsgonQjN-OnVztsDT4p,Jerrytomer2,61,25,16,41,60.97560975609756,10.307230589673763,157.0
864,BRONZE,I,JPGQGN0zoUQG_lrmlj0h71gLberuyhfiVJ9YAM5uEcuMy2Ep,toouu,14,15,15,30,50.0,1.1900685926105852,39.0
865,BRONZE,I,vpoIHGBWKJAS8yW12ZjMBJLx8uVTpKjXmF7RRm90tMTlyOYl,LuvEP23,24,14,18,32,43.75,1.1802138531415594,412.0
866,BRONZE,I,ZS5zBkMP413fmOPgOssm9ZSPljbat_hSZTroUBwfqvKWmDrS,BLECHIUCHIU,0,17,1,18,94.44444444444444,1.512247344981158,39.0
867,BRONZE,I,8n_saHJTFYtowqOrGhg36lVpITqC_X-W3BPpVOBWz58juRKf,IlIlllIIlII,74,35,44,79,44.303797468354425,1.1970717423133235,21.0
868,BRONZE,I,D17LvWnG6NFHibbG-zRiufUBfAinpl2vGdvgVJj0vOb3d3ne,YÂSÜÖ,54,41,30,71,57.74647887323944,1.7524952150958908,157.0
869,BRONZE,I,3o1lsW0Fs2ESbH2DbAnMNAG82ega9TxwqsEFxk6Zw8It3krf,Tàcò,100,11,6,17,64.70588235294117,1.6717485633868887,238.0
870,BRONZE,I,TUmT2Z3O__lETgyyKhjkynK369uvkZRvsPRD_V7NFND1pJps,ShadowSkittlez,100,16,21,37,43.24324324324324,1.4909709936913782,14.0
871,BRONZE,I,RNZo3TRtuX6yLfqRyVaKBHR6YHvgcTvcb4U4fj7fzxiBxsp-,draqulas,28,33,30,63,52.38095238095239,1.5298372513562386,104.0
872,BRONZE,I,Ir3b0xDJK5l_LqvlZY6_zE9COXbzknEweupTv083YfLxbXpS,suckysucky6969,33,10,12,22,45.45454545454545,1.2944629014396456,39.0
873,BRONZE,I,3nA5JAXAROydz_0j8l-QxiYqoRZRgShE4bOIpzUAKGE-L5BT,Hide on bushØ,100,5,6,11,45.45454545454545,5.121788303653649,55.0
874,BRONZE,I,2c-WRVJZ1GxfDOV3Qknmeq0eGEpOuh3KbMR-sZylViX-k-Ek,GodlySlayer65,2,2,8,10,20.0,1.0373662458246051,145.0
875,BRONZE,I,RA1xcKiF1abWDa3yB2jvBacSevH2qjHztIBp-F1IFbPAOjSW,hotnaenae,45,33,31,64,51.5625,1.1711308242184135,141.0
876,BRONZE,I,1bKNaTg_YPnsA_8oRjOVS5bLeOUVFGFRZTgiMAZ5gKjgTX9Q,Quasi2,64,23,26,49,46.93877551020408,4.570994575045208,21.0
877,BRONZE,I,-wSrvUNLfG7Ip29W3Ap7WI9Y8X5J_DnvDyS6yhUg_ocz8fpK,Sweet JetSki Bro,16,41,57,98,41.83673469387755,1.1267571747722978,111.0
878,BRONZE,I,VpAHnNVA1ANMTxzbm68pAhayR6QyiC8zTad3X1s-t_h9e6ug,BennusBarrus,100,50,52,102,49.01960784313725,1.208396440742143,11.0
879,BRONZE,I,smVxpvlF-Mx8iyMDyY_X7DtPOe3imVZAg8dnqNny3mboJPY0,L8ter B1tch,17,59,61,120,49.166666666666664,2.399149475540533,11.0
880,BRONZE,I,DwSOUl5iqmv0h-xrOFk_a5mKphbQ8FxaQXe_L6I-GHHmv2Z6,Skawtie,57,9,9,18,50.0,1.9001769305404943,103.0
