,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,totalGames,winRate,masteryRatio,mostPlayedID
2258,SILVER,IV,UIQfaEgxuiOZlUXZ_KCi2m4OsGd1ve3HhDd1ztvsA_A1hX9k,R0ses R Red,45,34,36,70,48.57142857142857,23.99950442477876,245.0
2259,SILVER,IV,uinjekUoKfOTCU_XOPLEbJQ0JzcPy-i5nkSWZwCIqbtOHNwW,JianFing,64,36,45,81,44.44444444444444,1.0100125739300516,84.0
2260,SILVER,IV,A_fZ_f9iZrnRctzf32uNMIX8_atWS_Z-gqzbVLmC_KXsU7rO,GGContinent,16,82,110,192,42.70833333333333,1.0975154015503303,136.0
2261,SILVER,IV,6z7nzAdjyG7zWlwUrmI6YAcuDuGTdUAsvIUnk6hFQ5ySPDtB,GTFdA,42,7,6,13,53.84615384615385,1.1268910663769423,53.0
2262,SILVER,IV,wEfCURfZYw6wgSL8YM7KAwEqdYC-U2k2y9khoTeYiGkFmzF9,GengarJG,0,18,20,38,47.368421052631575,3.192319231923192,24.0
2263,SILVER,IV,NB-6qtUP5YndfLxbQB9NdRVi8kvK4pVqqjc6ZK_0XdrNdDqV,Greninją,100,5,9,14,35.714285714285715,1.268747665755902,157.0
2264,SILVER,IV,B2Th_fuJ8oQm22nVJpBHccDJsCWIDFma0OBBuZWHxz6XPk_T,IDontSeeMiniMap,28,14,14,28,50.0,1.032424343199202,122.0
2265,SILVER,IV,xIcQai4fYPQGFk7_niN9TzaeupPJY3hvQLWz3J9kM6OzU-st,GOAT CARRY,0,10,11,21,47.61904761904761,2.021587229449526,13.0
2266,SILVER,IV,eGFelWLnG_SHjt_37ELoj9jdkvQTc7iBwtBiuJcKVh3_qTET,GOTDAM2Trash,53,9,4,13,69.23076923076923,1.0973325766174802,141.0
2267,SILVER,IV,prla8Rf5XN84OeiHsJp1EUOcgFp4sSxRIB_uNRiLNtt-8WGD,rmk123,26,162,159,321,50.467289719626166,2.556337713749944,19.0
2268,SILVER,IV,7K25io2gof1dmYbFWu3FPw3Bo7U0wdDJC373_mH_VaKSmVtT,Keemchix,100,79,73,152,51.973684210526315,1.0929384687455446,235.0
2269,SILVER,IV,JvrVylHhAyheViBrhdJqFnpIQvwHUKdBnzj4cpyB8JdG_G_e,KeyKey,73,15,22,37,40.54054054054054,1.0097083132898936,99.0
2270,SILVER,IV,vULq9BnRsFcjGoCjpQrpVZMA36IUEg_68kM11lksrUof4DDL,K1llerTaco666,87,61,67,128,47.65625,6.216877418137209,53.0
2271,SILVER,IV,09hZRJ-1PvqBX1-2XGfIAV9d3hIr8sX-QVl_jSTBTtUgTICx,Elaiiiiine,0,14,7,21,66.66666666666666,4.24209629740969,99.0
2272,SILVER,IV,Mi0ZAcCUgDFHbDEL1QFPoVu6YSrW9Um0f_FWnm87nQKomSGR,Maculous,84,158,153,311,50.80385852090033,2.992662601132195,2.0
2273,SILVER,IV,lEDsoLtJqUKkbI9DiSjAxKd3Y1jUNxG69ZnUzlnM9HRsdvNU,MaoMaoDuck,94,79,79,158,50.0,1.0952117937697081,37.0
2274,SILVER,IV,uU_kKp4ooznez7U6cSyw_wsRe4QHI1OSdUOd5JHMu0MBlbDm,MommysLilGamer,92,29,17,46,63.04347826086957,1.500324142927964,202.0
2275,SILVER,IV,oC_pz1qT3TbuOHObsF73o51e8ASGu-Ef-DmGyvPWbLUbc4St,MythicalBuffalo,19,34,26,60,56.666666666666664,2.128095333325491,86.0
2276,SILVER,IV,XSo1inLFX8sIH9lY5My9KsrVMHrM2ipwqY-79bz-ybDWiXVl,D0seX,49,6,5,11,54.54545454545454,2.958522094318604,145.0
2277,SILVER,IV,wacIwh4wZnJx819RPb31JSRAjx3IDRtn7ZM2sOnvzWoLKOmN,goodapo11o,0,53,64,117,45.2991452991453,1.1971442367386356,145.0
2278,SILVER,IV,Ukye9k6PHckxq6j0DF9Yn5x3sZScJOF-4VHl1Befb7akrx5v,r0ach666,4,60,50,110,54.54545454545454,1.5872018967626398,121.0
2279,SILVER,IV,JgeD1jfl378c2V-FTW1V_ziUF1PPKGhe9zrpAPo7-EnHaPxP,Whizbolt,40,39,43,82,47.5609756097561,1.2078600913509685,99.0
2280,SILVER,IV,pnnUprHgTbv41gyLoy7SZE0ouqTmNJ9rSYXNNjsEpYvfxJ7f,TheOnnomise,19,63,56,119,52.94117647058824,2.753605679597894,157.0
2281,SILVER,IV,bUVUZ9xSU8IFegrHG4diI1naDBrTyu-7xKZmUuvQEoj8SAaV,RiperoniJabroni,0,24,25,49,48.97959183673469,1.0808177746757401,77.0
2282,SILVER,IV,WW0B6Um7DgrTTRhkwiR-pfoeyTBXepf9U529cjutFIRqW1VK,LordreidXx,66,45,69,114,39.473684210526315,1.065875186328478,37.0
2283,SILVER,IV,8O-JuSCxHbBO18GJdjDOLG3RUuQVnNLDCEsuo1-xTb1LhuA1,FutaPrincess,0,20,11,31,64.51612903225806,2.73435042835348,17.0
2284,SILVER,IV,1YzmLv_QQUbTHDT3J23gQtPZv1JUyW8tpREbdlB9H9YVKIF5,Emiya404,45,92,104,196,46.93877551020408,1.0321831453218315,39.0
2285,SILVER,IV,5nG0npX7z4zuy-L3CEYKHww-q7C2qtqnBGRZUW8LzQsab7wE,undo,0,16,11,27,59.25925925925925,2.060318277908337,267.0
2286,SILVER,IV,e-3CLOvxaoofrUToSTljSeGzR2CvAvm0JEi3FFaiAJIIwQTA,Ishtar12,0,14,5,19,73.68421052631578,3.4072847682119205,77.0
2287,SILVER,IV,pCxtmsbU8zPKCRendaek5-1E7m_1O7PeKW0CpHSAQfzODaSA,CrazyPo20,25,100,112,212,47.16981132075472,1.32331710234068,58.0
2288,SILVER,IV,6KwtMxriqTSyt-QoiTiqh5eAmVFzX4iJKKl8H4W8ElwZdm1e,Enderburst,0,115,103,218,52.752293577981646,1.9337911156324177,10.0
2289,SILVER,IV,u9yeriCalChfELImEotVnw9KaZOrP6kfmx3mOXbZm6f8EHJP,BTS GOT7 OPPARS,100,30,28,58,51.724137931034484,3.515391380826737,8.0
2290,SILVER,IV,HCCCmLy8vhFBhcdRPZCfoEREhhYt4NoCoOBp5ZJEAgzInLAU,lalden18,28,42,41,83,50.602409638554214,2.9521134344431483,161.0
2291,SILVER,IV,rDV2GwsuqJmRcCSQxan5tHU1HiBtj613_xIR3xgysZdxZ5l_,ACanadianGuy14,0,26,11,37,70.27027027027027,1.0355902237937438,6.0
2292,SILVER,IV,_MDh8bDuyuuM0ZsnbFkIW3XQPiKfwQ-QOUYA3du7rUbQ6zQc,l T H A N O S l,82,74,56,130,56.92307692307692,2.205752379513522,86.0
2293,SILVER,IV,xLwMeMPMQ26VFdmPwjXmrZAyuujYc0Gjq2VeSyner--mWaH8,Kingdom G,0,69,71,140,49.28571428571429,1.367007998369759,22.0
2294,SILVER,IV,XLfgMRWa5d0s_BkHbpwyw6PoGf3-SdNlvkmll-hMTKp9iesC,PitoLoco604,100,105,110,215,48.837209302325576,1.1600554993869254,24.0
2295,SILVER,IV,yzmfLbywGu61xRthtpiP0UkD3LkD78b6s9uTC9P_uIxgBAfq,Rakthorn,47,34,27,61,55.73770491803278,2.4515214624551662,50.0
2296,SILVER,IV,52lhU6aKN9TkJc80Ci1MXSVT26f1z9RluptIfo1AVCfzEYXA,Gingorbroth,76,106,87,193,54.92227979274611,1.2505784960747848,37.0
2297,SILVER,IV,w2Z0j5PXE5isBgErAB62u1i3eztIczv4uJtL_H4ew7brrV1F,ZoelM,22,28,26,54,51.85185185185185,1.4193421052631578,84.0
2298,SILVER,IV,9jBsxhT_XTwhjxayaaw1oPGZpLPhm1ecm2ev5hVa3PFtXb02,yanikran,2,13,20,33,39.39393939393939,1.1966938740858428,11.0
2299,SILVER,IV,Oics8eHaWp6U5SPxGEqo1-hIAPAZthHbZAQ22w5V22fz7ulB,Thatoneasiankid4,39,124,139,263,47.14828897338403,1.2987345640831593,555.0
2300,SILVER,IV,ELE4JxotSvHfLJSPMJRPQSAFIR6xL5ZCqcIfyTLUvYIPHp2L,Fırst Time Lol,0,19,18,37,51.35135135135135,1.6081864597455793,21.0
2301,SILVER,IV,yQwTShaEkg44Dys0HZHXpZNRk6nDqvpRGhkRQ5gKyraFL9hk,Tragically Fit,83,6,4,10,60.0,1.0686958614051973,8.0
2302,SILVER,IV,JP2agd4tqdscIaWSVlotF3fRejajITrrkbC5N-gIUiUEUDFY,IrhysI,15,12,9,21,57.14285714285714,6.509703779366701,107.0
2303,SILVER,IV,UB6-TscCNDn2YDTrtRklaMYTd9JF2tTO8Gem39OxRE_6cwbD,Katarinaa or INT,1,12,14,26,46.15384615384615,1.0138209653412715,92.0
2304,SILVER,IV,ab9OQr-PAT44QF0Y-mioHa4UNQxRN415hVo-eUI4MZGJg4Mr,ˆˇˇˆˆˇ,26,7,3,10,70.0,6.673161564709955,92.0
2305,SILVER,IV,s8HC1J4TzyVC69NIYQDLEVvEKgPOwDxM6fxv4fAiC8M8MRfQ,Trajan32,8,9,12,21,42.857142857142854,1.184410759576571,157.0
2306,SILVER,IV,HEx-DLRy1OP0et-L8va9rk86WhocsgF3L92XCJ7wBUeALvjM,wandrew004,31,37,45,82,45.1219512195122,1.0836352488713004,7.0
2307,SILVER,IV,i-y-VG4iq_P2fDtFC2GK_NqkZN8DiKDNmerHLCmWvBit_M1v,gaorz,3,160,163,323,49.53560371517028,3.030413200705796,105.0
2308,SILVER,IV,HGhnxklmtA3LzVj5kJ2u9E4FI2VYzBDPxWuu3uFLBZPHd4vC,DynamicForte,45,63,65,128,49.21875,1.589717724700371,157.0
2309,SILVER,IV,1KsGSoD3t5XRNVoBG_nKbjyF2dsee9oXcZcDLf09eA8Tmn_r,CheetoTheFifth,28,69,83,152,45.39473684210527,1.114014779693664,245.0
2310,SILVER,IV,VxylGPYxwe6-NyNtcRaSq8jKV-DYtihwX6JlFPdctBxnq3PX,C9 BIue,69,8,12,20,40.0,1.9099897435897435,120.0
2311,SILVER,IV,i9dYPd5_lQLmM18bD6TscAwZPpjtt5TMWi2Imx4fQikAkE8H,Nitrofade,86,24,26,50,48.0,4.001292692883386,86.0
2312,SILVER,IV,Epaime33TSGpxivoWjtffCoit3uoeszbLpqWsveE_9uktPt6,420QuickMath,18,72,89,161,44.72049689440994,1.169892529215359,15.0
2313,SILVER,IV,3shafLURh19IAfCaf7ICPEAaZvsDDVjZ_YVJc9algQm2_jzi,ppwizard,62,13,6,19,68.42105263157895,1.6484677788209239,41.0
2314,SILVER,IV,l3b4tnrA4PsD5mL6Af4xL2Z4O3hMip3sShpkCRKaHwzkNgw_,ShindigNation,41,9,12,21,42.857142857142854,3.745044089372141,245.0
2315,SILVER,IV,cV18Yadtjmf9YeuX1Xvzynkrx7jmC6fQwDt8vy6wETsNkpSF,xiaoxiaoba,27,36,37,73,49.31506849315068,1.4031064343973416,81.0
2316,SILVER,IV,9VHdn_vAAKdJ9eXXu7i6u_Xj6poIlbqoMAlDR3-wy9HkOTc9,tonylwh,92,33,28,61,54.09836065573771,1.6482298294234747,19.0
2317,SILVER,IV,ua4iyQTAJpXOBobsZJD3IV1i569e92rqDPF0CVCrWZDpnt5r,Grade A Inter,75,39,41,80,48.75,1.0824882159691473,64.0
2318,SILVER,IV,6nzAit17HmSOlpgvL31HJAX8xW4OQhMSsLZga-14-z9es6_a,taooo000,26,78,77,155,50.32258064516129,5.304626280892104,25.0
2319,SILVER,IV,6IusZTyHu1q2VmPyy65f7saQt2Qt2xOGHv4TNLnj_GPooXom,Driv3time,64,46,42,88,52.27272727272727,1.2728068469169422,555.0
2320,SILVER,IV,hV-0i6NWpwJSUlQFIgsLk9PL_lYqjeNT5g41naFjHHda9I8j,Cybei,17,43,56,99,43.43434343434344,1.3622253647432139,202.0
2321,SILVER,IV,q0jQbEnrfvB-zdCXgaKBT1gVuLYUCzUuxOunTbYDlcFlhqvG,YouDontWantBeef,60,21,22,43,48.837209302325576,5.631104116330104,122.0
2322,SILVER,IV,r9MMSzcdj45ksWILvSlEg-T-7FUegs-fwn69iQRQ_7ST6Io3,GamerTerrien,0,18,19,37,48.64864864864865,1.4948393985230002,497.0
2323,SILVER,IV,zYU_3K4XLDknNmazbbcIxbtfa5N9ilgkjwqBDuzThUIRfrRg,Lecks,47,23,33,56,41.07142857142857,1.0587406279948137,81.0
2324,SILVER,IV,NoQkk0JB03ZdNhRMeG3oF6PXEdcR5-YHhb6UN1kXsNP_y1pW,NA Crisp,34,156,162,318,49.056603773584904,1.8817372945257125,157.0
2325,SILVER,IV,IJs23BZxq_HCngywuJRfwnWVUP92XaO31KpW1VA_0PhuIfTT,Ziood,45,130,141,271,47.97047970479705,28.548578500964652,35.0
2326,SILVER,IV,AaneBhOLbQW2bknnIskEpqqKsNnmQ_FjIC_TT5fJwCTsLPvx,iCarryU4fr33,0,199,222,421,47.26840855106889,1.9211755361397935,141.0
2327,SILVER,IV,Hldk0w3JjP5wqgdjeuj8zaA2F3Djr2w4zXiGl0nJ5gyVapkh,BeastFromTheEU,100,136,153,289,47.05882352941176,2.0133427275529527,82.0
2328,SILVER,IV,6n9at5tCRGy-lKH8ZdOXhu2h62FqBxTB4fWKx8mL1Wc9Cpq-,DonTheDude,0,19,18,37,51.35135135135135,1.011736220351007,150.0
2329,SILVER,IV,_8k6OiZ0RyPpbd403V6p8dtGtiXEswcjhpSmX1EWG0GggYEB,Fargo071,100,23,25,48,47.91666666666667,1.0304873427315446,143.0
2330,SILVER,IV,zaoiOcxmPd_Slg5zEtp3uXeoMUDnOWwMmz3lacJX9TjJz9ZV,aStanley,100,15,6,21,71.42857142857143,1.0856511196690914,84.0
2331,SILVER,IV,TT2Xi1RSPMnsziaPZ-xarRGl7S6mR8EECA_S_Ix8Z7xT6rlf,WaTcHME9527,83,109,102,211,51.65876777251185,1.168674481189156,555.0
2332,SILVER,IV,1cSsJXfBrioYY5sCOlSpqquXVgmDRmgn9aAvWxX6A70ShkRs,mooseman360,11,104,102,206,50.48543689320388,1.0349862289424492,141.0
2333,SILVER,IV,CY9tzlC9gBzwmP8F9RS4BdzdJLIVXwL8EPLD3dumEAjVCzsc,W8NcBruh,59,52,58,110,47.27272727272727,1.3068744662681469,101.0
2334,SILVER,IV,y4GvLyrjZF4Je-JLpOCKtGsfkYCBvGimCh_mUIynG_V8gWFS,AsianWeeb321,100,15,2,17,88.23529411764706,2.1104495882483865,91.0
2335,SILVER,IV,LMTD2-l2rljvr49VMyTPfLgGvCetVOQcVSw684YCInl9oyec,bennguyen81,16,65,73,138,47.10144927536232,1.564230249831195,75.0
2336,SILVER,IV,yypIbCQ9ZWe8yOe8r8FQx4N7SMV_L0smAMiKrwmdTgFkx2vh,astreaux,25,29,44,73,39.726027397260275,2.1305274037495336,103.0
2337,SILVER,IV,an2ZjS_47mq_r5geZUcwKM_hJf84tT3EMF7KnidegOzxvQUI,phanchris,100,67,69,136,49.26470588235294,2.0464519383410233,63.0
2338,SILVER,IV,94u7Zqepf_SFIr37Di2yHMVBKrdyRMI7ITamcxuqudafeHyT,FLOH FINEST,23,30,30,60,50.0,1.1104383820375454,141.0
2339,SILVER,IV,j4QxVEJxrJw92UI5qBMNq1bsVY4W6K-h-v58hk8k0be0IBoO,WittleToesies,48,32,37,69,46.3768115942029,1.0293383856384475,16.0
2340,SILVER,IV,KFWQj8usgmHwILYiEi7TzPv98MNsFkJVANFwICzXy8iR7Kot,PAINTINGPICTUR3S,32,17,9,26,65.38461538461539,1.9019248753117206,164.0
2341,SILVER,IV,l8fDQ1Z6dbhI_wfwQ90rYrV_bFORSyO7IyzSwzOowEqiAd5u,JaxIsBroken253,93,65,73,138,47.10144927536232,1.4155004895684267,24.0
2342,SILVER,IV,d6-skpgEF6_75m3MkcRB0v1zNsM5V-ZxQqTaKD-LEUpqOibB,MrCutchy,2,26,36,62,41.935483870967744,3.4300795218017828,420.0
2343,SILVER,IV,CcJuIQR2n6AvRB2HbCHJuXO3uwVCr1q2kfp3FtIsmpIlEIrW,Glitchgirlxottv,42,20,17,37,54.054054054054056,1.1189921530161844,50.0
2344,SILVER,IV,Im24CtFFwwcXo5Q7ZLQQvqVifUkPTWpUq6Kkk8CmvLFZxVpp,PERSIANJESUS9,48,9,9,18,50.0,2.761034212588143,23.0
2345,SILVER,IV,2RyZpUjmfDECjbSaxQnk8aISmAJqvx7WTyhDZ6F3Xb4AAV43,Jix,100,22,6,28,78.57142857142857,4.741114602134724,7.0
2346,SILVER,IV,L_ra_3aipYx0z8bBCVWQ6SJsJooc-yH7crZhqMOLCtGPlqPc,Zeraxi,74,37,34,71,52.112676056338024,1.1984929645027182,131.0
2347,SILVER,IV,n-3XrYvW4jOp-wwi8OOlWpxfYj4dpN0Wnnmo8atr0X7ptsYG,tootuff4u,94,256,236,492,52.03252032520326,4.595646254519902,86.0
2348,SILVER,IV,zPMtRS2JK8h0bTqL2RQNMfnUTh7OofGwr28Qgi-0lI7feLSK,Naruexo,30,42,32,74,56.75675675675676,1.4414436375766595,20.0
2349,SILVER,IV,MHm0ZkFe8G7XrH0N0XgDdhODBSLk6ptzf86hTMXcdM-4-MxU,SKT T1 WKF,0,14,14,28,50.0,2.2192825939826495,126.0
2350,SILVER,IV,pfE2yB3m4L_cKmP-XSLxmS93ZGsSwAKZ-rIGiTPusaSvuaXU,EternalCosmos00,17,33,46,79,41.77215189873418,2.03084610342226,82.0
2351,SILVER,IV,s8F-n_whLcGJTmWmnFDkZPT08BFYApqCtxIUA0Scuj-fYVkn,Berberine,21,72,63,135,53.333333333333336,1.0807344900514229,99.0
2352,SILVER,IV,QNGNzRKeApK2_a7R90ugb26zJCfzs__zReFARy3LL5LPEDEL,HAMMAHBOTO808,63,103,76,179,57.54189944134078,2.919861784836202,50.0
2353,SILVER,IV,yHNIzq9jy8vh_F2B5MxyUjayLI3FTfJswDR3yusGPHla02W4,Dworteezy,75,71,72,143,49.65034965034965,4.353621990286245,67.0
2354,SILVER,IV,vsYUBFq12D-mCh0G8uuH945UdKvk5DXJ9mBlw2RPLGHs4S16,Abbaaa,100,112,107,219,51.141552511415526,16.60549278010862,99.0
2355,SILVER,IV,MTytnrjMYcoIb4KXW_NBIQNKNQY21JcPYa02c0jExjr5j-HK,TeaLThe2nd,0,9,9,18,50.0,3.9579430003958307,41.0
2356,SILVER,IV,hSBbWX6duWFoLrJib9eQRVM5j3DV39q04xVpeEd2qBAco7ou,leftistcommie,0,13,24,37,35.13513513513514,1.4946637150621818,122.0
2357,SILVER,IV,Nc741kSW1ZwhdxaSn-QiQO-W1jiGv0V8yBAJ_P8TuzWkE4lL,Shakè4Parkinsons,60,22,23,45,48.888888888888886,1.023740823748876,29.0
2358,SILVER,IV,Klf_Xv3rdwTO0G8dMD3etRfCADW5ppcyLsQEn9jmBTlbM3Lk,101498,0,4,9,13,30.76923076923077,1.0152832604288915,17.0
2359,SILVER,IV,Ljq8tVUjJXtCtcupl_zbQisfagnxBN1ihN55KnuCH4tcaI8e,añalvore,72,45,53,98,45.91836734693878,1.0886757462760972,141.0
2360,SILVER,IV,fYJgLQC1qWlBCcKnvJkP0-wyyBeu_ZFh-CZrqXzqsQuJ-F3j,LeftNutter22,73,9,9,18,50.0,2.983545181418997,11.0
2361,SILVER,IV,tZMNpHk2jtCgN1JAzE88p8MFUEEDOKxKJDPk1VDg-cZzGzhx,YeetYah420,22,30,26,56,53.57142857142857,1.1284364635007205,141.0
2362,SILVER,IV,VCzI5x44F9UKwLcr7FuiiQgWvxqjvyOZyppABUmqtS3VGaPn,Your Dads BF,58,15,10,25,60.0,1.1638419963968774,25.0
2363,SILVER,IV,D7-iXT-7HijEM3xw7IwxXFbkqLv4CiTl3svwKatLA3JVRpU4,jæcœb,76,94,93,187,50.26737967914438,1.6916661215411788,19.0
2364,SILVER,IV,IQcVDaIeMOddQYFbzFTa47BTJi3MwasUqIU82jG_KH8ZlzoT,Papa Vlad ,58,9,9,18,50.0,7.323736278183133,141.0
2365,SILVER,IV,_N3AMywS12NqwaFuCufHNZtZaH0ErcXxneibUnn4oVR4mlru,Diesel OG,68,165,171,336,49.107142857142854,2.050407728014051,107.0
2366,SILVER,IV,8mYvoMIE6iLYnA_EhCaJuwEuy0qIeNwM6F-M_p__islvjUZG,lets play gwent,0,16,13,29,55.172413793103445,1.2259766788662865,254.0
2367,SILVER,IV,76l1NlKPVOnWsC1J60zx38Ond9GOMY7bf5vPUY5NNd14ZNy9,EthanAttacks,75,173,175,348,49.712643678160916,1.4267139559911468,99.0
2368,SILVER,IV,BYgnT29opbybGVe59q9qkL-6-HtUbChHx4Zcj6Q0hbrxIjSh,L00NAR,53,29,30,59,49.152542372881356,3.988913892382024,103.0
2369,SILVER,IV,hLl3NeaRAkmvJVvE81HMjikIpKdGYUPPoQ0IEw1Rxe7ZgEli,twig on ground,43,20,24,44,45.45454545454545,2.2361506999579985,555.0
2370,SILVER,IV,HWtmzh1kiMpByH3vw3f9ZUKopci2CD_cOaGcILwNVL7rn1vr,CRaSSlettr,57,190,181,371,51.21293800539084,1.028668701868114,28.0
2371,SILVER,IV,WnZ7folxUp5Vq3YQfTqxib6bau2dEsV4P21A3pt0go36HlpE,polillathemen,100,15,12,27,55.55555555555556,1.9297499574757613,5.0
2372,SILVER,IV,2-550omZlo14-_D5VLjEXkX3W2-wHz1sMuNQscFkbrnXpLFX,Powerwulf,84,15,13,28,53.57142857142857,1.1499848254931715,31.0
2373,SILVER,IV,JR0QZsIzK2pnvo3F0ypzT6EV6jqGiUkJNtj62jWSegapWpgH,ZedsmurfZed,26,9,12,21,42.857142857142854,1.8126713597628752,238.0
2374,SILVER,IV,wZoKg-WNLIswN1KXdAg5MuTLjdFfrW8lIBP7R7MsXDUDrtNJ,AlaricZero1,0,16,19,35,45.714285714285715,4.089627270379616,141.0
2375,SILVER,IV,wJKrmjZ7xw1qQJehaelcMWlSQzQCzIJRZlxMExzBJ3mT53rD,Shr00m Dealer,25,24,25,49,48.97959183673469,5.864912152803091,17.0
2376,SILVER,IV,7-mH5Qz68k56qp7mzYVjyG-voby_sKbf9JGW68-bUEd-cpmV,marrieletsgo,0,33,50,83,39.75903614457831,1.5293647967716526,28.0
2377,SILVER,IV,CveD_db8sGww48Mk44m8VDqNdtUaHvnz4ap67To8VH9mbgsZ,Delusional Dalt,44,13,25,38,34.21052631578947,2.5895915678524375,13.0
2378,SILVER,IV,MLSHly-eTuhLGPaebXZRVl1KnoqvZCcDVXZm-wel3L5AbDPx,AnthonyWDL,19,55,70,125,44.0,1.0936880300409266,92.0
2379,SILVER,IV,OEJxYh_To-DRR5Cl1tuGbbWtAURKGl8BVW59VBQzzsCgERqD,NPIC toolman,0,15,7,22,68.18181818181817,1.5474354509725885,81.0
2380,SILVER,IV,MCv5l8uhj6MNdqDTMgTp61rVST_iHiN_8IXb6SPAv1xZciZI,ClickThyLantern,42,17,12,29,58.620689655172406,1.5401235379156262,412.0
2381,SILVER,IV,L-vM6QiApMcYuSUGB1WjAKa4K4TuesYvBHfhLhzCPndFx47s,Srtitans,17,84,94,178,47.19101123595505,1.2366321015148352,67.0
2382,SILVER,IV,anMoasPHi3uiBIp2HQ_zQx7s5fOceG2ol_sL2dPUnp8oEhWk,DrexSabex,22,73,74,147,49.65986394557823,2.4620522668447857,31.0
2383,SILVER,IV,RlN2kf-Jrt_QkXtExxbSjG-OkAzynvFfRtlU-HwjVMAa6XUO,takeahike123,16,145,119,264,54.92424242424242,1.448483725526527,24.0
2384,SILVER,IV,Ee3Ogihp4fQshph-5U4QwlgImxWqxJpknmvF5B3G2MYNFddG,Xylua,63,12,19,31,38.70967741935484,1.9742232357372642,69.0
2385,SILVER,IV,qFpoPesF8hqzbS1CN6sSke06PsRHreB5vYQO3PA_XFNMa6ec,mini0i0,28,203,214,417,48.6810551558753,1.2581202436445411,107.0
2386,SILVER,IV,UEOE0lTw7EuXx7ceDyKOR_2Gysxajozp8fp3oGaroTYLWt7p,Kevin Rpman,33,199,209,408,48.77450980392157,1.022121886409298,101.0
2387,SILVER,IV,8iTfEW-uQpUjgSOEuW5lUWn-irFrm1TIYS_G27--S4FyrP5m,Easyloveeeee,0,6,8,14,42.857142857142854,1.1064018157526199,61.0
2388,SILVER,IV,J0ZUIo5Z_EqDEuJscry_RWWEqkJLthX3dzckls6IE-T5MchE,Pi31,28,37,44,81,45.67901234567901,1.4895933231383323,111.0
2389,SILVER,IV,F1r6MHDlS-ZWw92FAwy_JwV0trW_gpmNb8JLe1Y0Rn43HycX,Deveret2,7,23,17,40,57.49999999999999,2.1520282276488807,50.0
2390,SILVER,IV,UCdf4uB1BJSeLilTGPLjloXZisyYG8_uQF2IHLDIgtEDRi_4,misleadinggraph,2,17,29,46,36.95652173913043,2.599198343597367,83.0
2391,SILVER,IV,uusYImf8UmkvoXtcL8xRhyHbsCBCtdiVc5eC-lfzM1qSPaDa,dankeater,73,18,18,36,50.0,3.5859929705375886,20.0
2392,SILVER,IV,pwNkUl04rtLCB80FvHMGT8zzr2f9uGq_STZoDjFCfY8rji3K,ChiChiL,37,12,18,30,40.0,4.501929537188706,99.0
2393,SILVER,IV,z93F58ZRBYLyIHGcenYRSJ-cjRaNldGXvUZrS_-fS2VNM1YH,Kats Fed GG,58,6,5,11,54.54545454545454,5.9607816343263185,55.0
2394,SILVER,IV,bXKY6DwGtmulaGF2vqpVxgnlv9fkZPiAUEDwpp-0vXhd65n1,Kierstyn,11,40,43,83,48.19277108433735,1.1502924715860119,63.0
2395,SILVER,IV,hu-Hb9fQu04D7DVHiAkbM_Xub27qtx4YiQ_T6nvBJSlUtNWN,isunmoongical,0,35,25,60,58.333333333333336,5.541276669961049,143.0
2396,SILVER,IV,11ktbRH1DrxuhMGHtLH9mDKHaNGTfvWQki0P1qslZiBUn_3P,Caimiao,7,35,26,61,57.377049180327866,2.0699370121867724,157.0
2397,SILVER,IV,JHd7velMS62b6m-khIf6Hygh_QIls2Z5i0pUz1O1JPTDZ3qU,zhurac,47,77,94,171,45.02923976608187,1.2206130632056558,99.0
2398,SILVER,IV,GMk5IpPoUpYzNHOb4EpzqRSJUMO9EUd6WgK2sYt3XhqJ2kzD,Astr0K0ala,10,37,51,88,42.04545454545455,1.3955665908818955,555.0
2399,SILVER,IV,WiodPRfkHhSb4MKI0i6YC8MdXDaEoHGk1f0rTiQ4CTwZx6un,AngryElfIU,56,29,34,63,46.03174603174603,3.0149578640104227,555.0
2400,SILVER,IV,oRkZtIrGsoHUELwhX95Yqdt5iwnk2qugaYmHdghr_VzKD29L,OLIVIAHYE FANBOY,15,11,6,17,64.70588235294117,1.4261652709748776,107.0
2401,SILVER,IV,2bFhFgsi2LatXLRI9gpTojPzlOyA5tq11L35kBdKtH0HiIgS,Aburneraccount,2,30,42,72,41.66666666666667,1.3194771098834983,111.0
2402,SILVER,IV,TsfyI5URlf6UNl20Qsz5xLsBhokQOYL-ynWRiPskUNfbuqUK,BladeSun21,100,30,31,61,49.18032786885246,5.671190581209921,517.0
2403,SILVER,IV,nOiz_FveNEmngVe98GaNRqGUuunwDDdcCNmumivu4rn5To5d,roilee1101,23,20,17,37,54.054054054054056,1.35691222492673,99.0
2404,SILVER,IV,SNjypVCL22kKLk1U2TgnN8Fl0G-kmLP79u0VRNcs7LytB02s,URTOOSKINNY,37,66,63,129,51.162790697674424,1.0344546112829964,223.0
2405,SILVER,IV,ewFR7f5yw7P_sKccmZ9zRcAfXyZVokNZl4mwmkcWfR4VXZGc,Proper 4,0,15,28,43,34.883720930232556,5.3055495167888695,432.0
2406,SILVER,IV,X0zIYnIjwnBMrpwCTNd2x8dm9A-xolkY-ccfaC5jnKq9pGy5,nalydd,24,32,51,83,38.55421686746988,2.407753490182991,55.0
