,Unnamed: 0,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,totalGames,winRate,masteryRatio,mostPlayedID,key,name
145,4297,DIAMOND,III,YSiBoKzxefoMBT2ivHRx1cSjnpff6lPQmWrnssz15K0bKhzs,RlTO lS TOXIC,18,228,242,470,48.51063829787234,5.709974867402433,119.0,119.0,Draven
146,4326,DIAMOND,III,nMSIrjLM_1bDSuIng-OTMvPoQRzr4sYC1_gHvu1WnafvnH5i,blup,22,35,40,75,46.666666666666664,7.653642478889366,119.0,119.0,Draven
147,4396,DIAMOND,IV,sl3kA3vy2iEXqPqVh2V6xdSN7d474LGLjjhxcGfFsXEw8v9V,vagabond7,23,34,33,67,50.74626865671642,13.475357021741589,119.0,119.0,Draven
148,534,IRON,III,chLR84WzT-B9-vrQSFyzZXPa2525V5n9FPsWxcOv0h9j2g4G,AstroNomix994,65,44,51,95,46.31578947368421,5.990746742361593,103.0,103.0,Ahri
149,2114,SILVER,III,4UMgPPGfRL7a-5_Ir_vEuencx2DLP1v-g4UFI2hpRSI88zAF,Rando44207,39,32,27,59,54.23728813559322,5.600407755749271,103.0,103.0,Ahri
150,3544,PLATINUM,II,IUWsYBRIaIGo9Bqp51WfDcwfH8aJweqNCIIyuESjgiF6ZRYH,FeiWu ookami,0,128,137,265,48.301886792452834,7.529592900045662,103.0,103.0,Ahri
151,4062,PLATINUM,IV,m0O9Jjel4nfguciTuwqTIDFSpOESLcz-909eaOt-OlOAXkG3,KDA Ahrî,8,8,10,18,44.44444444444444,18.0607146736179,103.0,103.0,Ahri
152,553,IRON,III,73oLY8sHxX1zu2Y5HxIAWSLkGgseilwDy4_TleMmd-kRbzGD,Geisha22,46,28,40,68,41.17647058823529,10.173449207542967,32.0,32.0,Amumu
153,588,IRON,III,WglxB2bMcVMyvsGj5PRs1DBxnh3S1gCrOU1y-H74Qsof6REx,GamerFOX98,100,72,76,148,48.64864864864865,7.196627454488528,80.0,80.0,Pantheon
154,3351,PLATINUM,I,9mf9fvpOUHYwKs4x89TZseQsxo1rq1BEE4BRA9bm9Tb2XZgF,Rusty Anne,3,8,8,16,50.0,5.703903498913614,80.0,80.0,Pantheon
155,626,IRON,IV,xQ9RQQEEOY1cDZNuIX6_sVxR3GJSV7O29HIvm5FDtAnC40xO,DukeMondo,30,12,21,33,36.36363636363637,5.389702105803801,25.0,25.0,Morgana
156,2318,SILVER,IV,6nzAit17HmSOlpgvL31HJAX8xW4OQhMSsLZga-14-z9es6_a,taooo000,26,78,77,155,50.32258064516129,5.304626280892103,25.0,25.0,Morgana
157,702,IRON,IV,utY-reEMXtXIWow9CJL03x4VCH6i4O10Ivazo-mTfLRg6E7I,DoodiePants69,64,1,9,10,10.0,14.363241964109642,81.0,81.0,Ezreal
158,3396,PLATINUM,I,oYNdNYxYlZ9aD-K8-oxIZdxLwADxLcMGJjrmrhX9COAuqAfz,Owlbuddy,18,381,368,749,50.86782376502003,7.144697771547903,81.0,81.0,Ezreal
159,748,IRON,IV,paPr6Q5eYi3nOwsBH6416ODCqeKo0WjJD_CU7APCzW4PQcJz,Roman002,0,15,32,47,31.914893617021278,5.796534904456371,84.0,84.0,Akali
160,1996,SILVER,II,t6nhd19bP9BerOeLaiwC6NVuH-tfn5k_ZZ-HMKTvDN7a02ww,BadMemory,60,26,25,51,50.98039215686274,9.768968419187669,84.0,84.0,Akali
161,763,IRON,IV,B7yDZKSYd8Fa2lqQURxTmaM2qnT_vS1zabAy1RT22U9OyMs_,Dinospider7,17,4,19,23,17.391304347826086,5.128916124090386,114.0,114.0,Fiora
162,1868,SILVER,II,fIBZk-BLp3VRV6Z6bpgBKATFe3hdIhEMeb40iMRxqOuMjc2x,lil beefster,92,37,27,64,57.8125,5.038026527204561,114.0,114.0,Fiora
163,2412,SILVER,IV,mlIlS2XdPkp5Bjrm1eJQpYELP2DmOp0HNHFStL4xgYFv8VgT,SKT T1 S MaRin,0,19,13,32,59.375,7.103232740334303,114.0,114.0,Fiora
164,4100,DIAMOND,I,M0K4rVWcl40kv4k3icVo36iVL9HWRSZ5uML6zZmVjV-OvUJY,Revenge of Avian,17,36,40,76,47.368421052631575,8.235507483171034,114.0,114.0,Fiora
165,4161,DIAMOND,I,Hks_cyDQMY1kVhNluyRVVuj_ajBHpSGeDMO2elzNP680LkK5,Ainzalaz,44,71,65,136,52.20588235294118,5.160216432724909,114.0,114.0,Fiora
166,873,BRONZE,I,3nA5JAXAROydz_0j8l-QxiYqoRZRgShE4bOIpzUAKGE-L5BT,Hide on bushØ,100,5,6,11,45.45454545454545,5.1217883036536485,55.0,55.0,Katarina
167,1670,SILVER,I,4Ov0h8NkO87zIJcF3C_LD1Pl-0PaXS48TL2NsoeBsDS-0oL0,22q11,28,64,54,118,54.23728813559322,8.035510680678616,55.0,55.0,Katarina
168,1731,SILVER,I,Xo0UsJNKJfsBpV27I-8QYkt4Qfnl4zXaFl8-ZoMtkEFSlqSL,Quatty1,100,8,9,17,47.05882352941176,7.902431629373598,55.0,55.0,Katarina
169,2002,SILVER,II,HWL2aWd7RVyFOHRXCRxXY_FkxGncwdrSRFlG0O_CIJd9l3gz,Qminl,34,32,21,53,60.37735849056604,8.973992197659298,55.0,55.0,Katarina
170,2393,SILVER,IV,z93F58ZRBYLyIHGcenYRSJ-cjRaNldGXvUZrS_-fS2VNM1YH,Kats Fed GG,58,6,5,11,54.54545454545454,5.960781634326319,55.0,55.0,Katarina
171,2567,GOLD,I,7dYnA59W9d4RmoHCpLWK6rvQbhhJPUV-b86bzxcRBSN7u8yM,BroccoliHater57,100,25,21,46,54.347826086956516,12.63240585699526,55.0,55.0,Katarina
172,2780,GOLD,II,fvQsY8WM0nq_nRr2yrlJASx87QQSGYDj7k23nJylrcGw-pEQ,Ultr4vi0lence,65,42,41,83,50.602409638554214,6.9771007468222965,55.0,55.0,Katarina
173,3134,GOLD,IV,BJFb4T_EovcIJ53wyDS8k6BfWKEkdJldttJRHlUyZ76fv81K,ÁngęŁ,63,56,70,126,44.44444444444444,5.9290959353807615,55.0,55.0,Katarina
174,3460,PLATINUM,I,KZdH1mQFlbKBk_2eEtSuFYOUgbJgCpUnnaRywec8Odvxw3Mq,KaixKat,75,47,66,113,41.5929203539823,56.867922741904934,55.0,55.0,Katarina
175,3878,PLATINUM,III,Wz5IhNqE7RFf0WVikahk5JUsxvfeb9vpxgtICstf8HYwxEqf,katarinanana,0,72,56,128,56.25,10.906595507961896,55.0,55.0,Katarina
176,3941,PLATINUM,IV,YP34c_Xe2XshgXNHAAM1sdN_3XpY2aUgev_SXN7xDpEff5n-,FlamedBoost,100,139,121,260,53.46153846153846,6.669816349275572,55.0,55.0,Katarina
177,4087,DIAMOND,I,vXxKI9Ahm19XceCNDd22zqgwMToLo-S7uH2ptr-l8imImmN1,Kitty Kat 1v9,69,108,85,193,55.95854922279793,18.757650361731997,55.0,55.0,Katarina
178,4260,DIAMOND,II,wdv-iY4M77USbVlMFzf5gsoJV-YePOh4LKSWRgMWPglAzxBf,Coinflip Kata,0,104,95,199,52.26130653266332,18.590177832919764,55.0,55.0,Katarina
179,4355,DIAMOND,III,iXp9QzoZt7bW2U3ek7xLPaac2Of335Fxos3N30hWSd_5gxOZ,Witcherˉ,21,94,95,189,49.735449735449734,5.095439600584512,55.0,55.0,Katarina
180,891,BRONZE,I,7ufmXBmxvAcr5_l_bQizGzqniKcdDnxD_PcjCPvShrKMU4mp,Disownbadger,65,39,48,87,44.827586206896555,5.577217024640928,516.0,516.0,Ornn
181,899,BRONZE,I,NPwU9gR9Aq_pkfsMDKdG7_KUH2m-A65H9cX_t7jhgr0t8Oi_,Ratsass1,1,95,98,193,49.22279792746114,5.987063906300727,99.0,99.0,Lux
182,2190,SILVER,III,-vhGcEa94cR9YM_tH4-GAlxaYHe5ZyAIvt_xuxvl0pen3jp-,Avery66666,0,26,15,41,63.41463414634146,6.052217901228234,99.0,99.0,Lux
183,2354,SILVER,IV,vsYUBFq12D-mCh0G8uuH945UdKvk5DXJ9mBlw2RPLGHs4S16,Abbaaa,100,112,107,219,51.141552511415526,16.60549278010862,99.0,99.0,Lux
184,3223,GOLD,IV,OxXBbmjh3teFK2jDvmPZGayi05B_jEZlKByxK6Nmpv-hLkE7,AyameLux,18,24,36,60,40.0,5.056913300299544,99.0,99.0,Lux
185,901,BRONZE,I,tp1KeKnpE9FnFCASPK8p-cMJt4ZlCVz8Rjd2AQGgSqp_3q3S,Deathdrouin,58,11,11,22,50.0,18.973267367895893,54.0,54.0,Malphite
186,984,BRONZE,I,sf28NSt7Pi8iy10gR4bMwFUe8e0mtb2l747s6-ALxcXhkhQR,GODTRVNKZ,0,146,148,294,49.65986394557823,7.031028095091077,245.0,245.0,Ekko
187,990,BRONZE,I,2BuPctaMlTSU6Dj64J8zWUaYhSLiXoW6QbT-tJeXpmQE84BM,Veer4badra,97,29,38,67,43.28358208955223,44.180223959433754,245.0,245.0,Ekko
188,1174,BRONZE,II,6biRV_3YuBiDkI3-KjnbA68FOEHPPIZeclfnSfzbd4Wi7_S_,TheBlackBananna,0,104,94,198,52.52525252525253,7.647297265075466,245.0,245.0,Ekko
189,1467,BRONZE,IV,WiNUWR6Rjg3S87heMIm2uInfTvZdr9nd4sEYWJATMDi6u0Ww,Rage Engine,81,12,12,24,50.0,7.422451870989248,245.0,245.0,Ekko
190,1669,SILVER,I,hq1V0cjkBpVNLTzU2dt52o2zA-U54tVYlh6AR4Oubq0zEIhh,ekkolepsy,15,13,9,22,59.09090909090909,6.619702829228578,245.0,245.0,Ekko
191,1927,SILVER,II,gIVDcV42AaBFtmOyEQDXtXmj39E7AikwVahvgvAa0WaptQHD,MonkęyDLuffy,32,51,41,92,55.434782608695656,7.4368658399098075,245.0,245.0,Ekko
192,2052,SILVER,III,eXXPUt9aNTgmMPWsUAUjGOqhwJxZKAyW-6frYU3k3f5EViLo,WizzleBear,35,31,30,61,50.81967213114754,5.261291114383899,245.0,245.0,Ekko
193,2258,SILVER,IV,UIQfaEgxuiOZlUXZ_KCi2m4OsGd1ve3HhDd1ztvsA_A1hX9k,R0ses R Red,45,34,36,70,48.57142857142857,23.999504424778763,245.0,245.0,Ekko
194,2561,GOLD,I,yzXORbQB9Wn51_4LPCPtO69qcKpmPfzptLoXa2MVDaBkTTmJ,Predadurr,91,43,17,60,71.66666666666667,7.359015249676068,245.0,245.0,Ekko
195,2575,GOLD,I,tgyHTwFyzq17FBg_XSFMJyPzhZ-x6u4nRu9f-iQ5C9sG7_Vq,Twitch odagobert,0,22,8,30,73.33333333333333,19.279550561797755,245.0,245.0,Ekko
196,3827,PLATINUM,III,TpwjB89Jk4J3zhR9aI3hZKJxPZrV37kcrhmATQWGKLcnO9hh,Timeleśs,60,124,106,230,53.91304347826087,7.6815399973957215,245.0,245.0,Ekko
197,4095,DIAMOND,I,S26NGuza2xsfhbqyDGznlK3IVCSeGqEapezOB6y9BZpzwujO,Komrade Katsoff,86,87,70,157,55.4140127388535,7.393195937651129,245.0,245.0,Ekko
198,4242,DIAMOND,II,mMhm6Fa1k9vDOKmheCo7n--5xlJ0Fq7ipppS6F90iN_q5pSk,fortniteExpert69,95,78,53,131,59.541984732824424,9.934420436187398,245.0,245.0,Ekko
199,1016,BRONZE,I,mQw8jSO7017HOByMGLzPtlE8v1wBVyqeacnnf5USz3XEtJOp,Insurmountable28,42,51,50,101,50.495049504950494,7.439153699691419,6.0,6.0,Urgot
200,1040,BRONZE,II,4k7_FkIuPcIdciKI1D6mzX4Y8eHigVc6pBkSNpLN-0KSA5ST,VaninaMinaVol2,68,39,27,66,59.09090909090909,6.696713961706841,105.0,105.0,Fizz
201,4435,DIAMOND,IV,VT_OsPuRYhBJt-0PS1cKtnIQaI0xKt2EhdWW6rso133wTCY3,i int u ,100,21,25,46,45.65217391304348,6.779140981506685,105.0,105.0,Fizz
202,4460,DIAMOND,IV,yP0-FT252Ymfgh0RXXjX016p8eujutuTaFD3-lGqT-CGMfJt,86yz,12,45,52,97,46.391752577319586,7.7308531695680855,105.0,105.0,Fizz
203,1098,BRONZE,II,3XrnNj4Y9bbO9rMrQh3ripnfzkSNxSHYhpn7zxXYjTtu_MlC,Shacuck,0,21,22,43,48.837209302325576,8.539197582675843,35.0,35.0,Shaco
204,2325,SILVER,IV,IJs23BZxq_HCngywuJRfwnWVUP92XaO31KpW1VA_0PhuIfTT,Ziood,45,130,141,271,47.97047970479705,28.548578500964645,35.0,35.0,Shaco
205,3043,GOLD,III,jPbiUqddJjtpvHHh_0SqSp0MBYQv4duwVFFuUyx9LKQWEGGR,XO ETERNAL Atak3,92,17,25,42,40.476190476190474,9.837619844772485,35.0,35.0,Shaco
206,3777,PLATINUM,III,YelnXc_Av0HXBG34Mvhs_fNbz0M2_KUi6QwX37KVhwtTnOol,NIHILUS XD,31,13,12,25,52.0,9.682890190776627,35.0,35.0,Shaco
207,4240,DIAMOND,II,Wmr2R9eiYTiGvUomE5rwcx-p5BdIcbB098YNkRN3hnNIg8C6,shiniigami,11,34,43,77,44.15584415584416,15.72,35.0,35.0,Shaco
208,4341,DIAMOND,III,AgVRs-9bTWVMnjxJi_kHKHEfRxLwuR5e1r56_lnffKwLoyos,XiaoJianBiu,57,64,55,119,53.78151260504202,8.035518900343643,35.0,35.0,Shaco
209,4388,DIAMOND,IV,UaD3AVX8n8Yh_ezDozB4n22b8NtdLG1EcsaHH9sCQqhR6-tC,Avarice Turtle,35,143,119,262,54.58015267175572,12.433766710233655,35.0,35.0,Shaco
210,4475,DIAMOND,IV,890JYgju_Ylmez5nA2B9nvgH3_jS6mKhWBNdIrkBVxB0JYqG,DEM0N SHAC0,74,89,72,161,55.27950310559007,23.550957813172626,35.0,35.0,Shaco
211,1217,BRONZE,II,iufLQ7OHCqy-v8YJr-2HWUgnQDVgTJPCivcq5Q6Q10wqnBs9,3rdtimeDaCharm,45,17,12,29,58.620689655172406,6.007147156184171,58.0,58.0,Renekton
212,3872,PLATINUM,III,DnDZsgsWA0thheEul3vj1neCOY77YOJWMRAMGKfO0j3pvOmE,JariQ32,20,19,20,39,48.717948717948715,6.209213671900238,58.0,58.0,Renekton
213,4118,DIAMOND,I,yzh3cvhRXQYEg83iFsIA3QJWHU4PAKCtqvw9T02tpXfT9s-Y,lanasboi,100,83,67,150,55.333333333333336,5.066220628867627,58.0,58.0,Renekton
214,1274,BRONZE,III,QvYwnEUnZDF3pG8sACSPwIQiFYqgf2NusrFRrH8fwY9hTiT6,Thamo303,31,62,74,136,45.588235294117645,6.910800931406347,145.0,145.0,Kai'Sa
215,1935,SILVER,II,owGxlt14FizHo9bbdrXiUCgJhCiyMg3IzRQ8oDxRFcLVxd6L,Niccgutz,78,9,7,16,56.25,14.11189489249267,145.0,145.0,Kai'Sa
216,1306,BRONZE,III,VMEU-a4kiHKpI4m0k_csEKfkzTGDqgd-rVEMg-H1rJTtBbgP,iamalexander17,94,29,39,68,42.64705882352941,5.315058403159412,62.0,62.0,Wukong
217,3715,PLATINUM,III,Q3-OQt98YMPW2NKQOGmKBjk-KEb6_HoGaR6fyqhUX1PuUiEx,Bye Kobe RIP,0,57,64,121,47.107438016528924,10.316673719847653,62.0,62.0,Wukong
218,1327,BRONZE,III,F96kyTbme8X_W6HnTIf7sWsg46FNb7uzocifHwB05wmkqjBw,littledipr,25,45,55,100,45.0,6.744176921705011,412.0,412.0,Thresh
219,2672,GOLD,II,SLXQ89rYKUD2XM3ga0STSCWUXawNMWqvp0psQE28-I_ABfmZ,Jheepsy,8,48,46,94,51.06382978723404,10.612638314891347,412.0,412.0,Thresh
220,2903,GOLD,III,v2q8_-2rY_GcaIVACwk8neEDHo7iCy0Pld8Wzy6iIypmjCri,BKozy,10,13,8,21,61.904761904761905,6.199147569337205,412.0,412.0,Thresh
221,3394,PLATINUM,I,6tapdd8MS8aBEYJfc7JbnuUULUt0E56m1yUkFiCA5gv1eKb5,PayAndFlay4Days,100,53,33,86,61.627906976744185,8.529107791683488,412.0,412.0,Thresh
222,3673,PLATINUM,II,ebys1-wxSJlyiaeGOCUQbOdMmMYf0CY0NjEL9qLgow_EV82d,MorganYellowFace,59,104,124,228,45.614035087719294,6.498325095457847,412.0,412.0,Thresh
223,4186,DIAMOND,II,MyyWQGF2MJtjMKi2EDffRJOuaPwNXywxa4kvEFfRg6Ofv5rv,Peeling,12,38,27,65,58.46153846153847,8.657465709131753,412.0,412.0,Thresh
224,4473,DIAMOND,IV,b3viLfm5SRd0j7hEpin4cwR4ejHy22VK0IEyIb_ZcN0XxG0S,ItzNotYoru,14,116,122,238,48.739495798319325,5.791751077387749,412.0,412.0,Thresh
225,1481,BRONZE,IV,Kh19zCAriDnoNYC2H9smwLQWLKlWHXtpmpIBAAIGYB_C3b6J,Dragon Floss,8,11,18,29,37.93103448275862,6.644202355224277,350.0,350.0,Yuumi
226,1553,BRONZE,IV,YwFh24dCpuJaKBdZQSy5IgvmZm6GwDSZvdXvkVQTuAIPdTtK,LaughingGolem99,100,11,7,18,61.111111111111114,7.746010503989496,61.0,61.0,Orianna
227,1573,BRONZE,IV,GZxp9nBj85Vn2sGopuVg9WpV3Jpv405Upggbk-07DH5Xgw_A,Sparklesheep,8,6,8,14,42.857142857142854,8.329775436650957,518.0,518.0,Neeko
228,1609,BRONZE,IV,NdLMZwnrGql3w_mVAvyNt43yKQX3Oq9gFp1cNm8kLZtXgKfk,oRemiTo,20,24,42,66,36.36363636363637,5.0038062918462805,77.0,77.0,Udyr
229,2581,GOLD,I,sFgWQPWoNy7SFHM7nZ9Wu_G4k_UuIlWgol22HdShHehqPFZT,trick fanboy,69,8,8,16,50.0,202.1395348837209,77.0,77.0,Udyr
230,4001,PLATINUM,IV,MKT039Leb60QNjSoWP5PJQ_AB9pGwwXRkA0pldCVYWlAvsIB,Setlo 2,44,104,77,181,57.4585635359116,6.718261955993613,77.0,77.0,Udyr
231,1692,SILVER,I,K7gicoZ8Q3iLAPnLvwVRPSCpIrY22uo6kTbDrm2lO7TglCdm,PickingB00gers,65,11,9,20,55.00000000000001,16.465160075329567,107.0,107.0,Rengar
232,1747,SILVER,I,Bt4Qze8icxuTZHJc1AFfOuygjBu3AueXOV-C_TtYvuk-PVZF,BandedClovis,78,31,23,54,57.407407407407405,6.150747925366034,107.0,107.0,Rengar
233,2205,SILVER,III,4RtONxYsQ7c8YwJQtnx2Yh2Hsds2GQ4YY1caL1xE2mwC389D,WeLikeFourtNight,59,13,16,29,44.827586206896555,5.934617854849068,107.0,107.0,Rengar
234,2302,SILVER,IV,JP2agd4tqdscIaWSVlotF3fRejajITrrkbC5N-gIUiUEUDFY,IrhysI,15,12,9,21,57.14285714285714,6.509703779366701,107.0,107.0,Rengar
235,2460,GOLD,I,GcmIo97sVOxE_nUcBpX3vZRAOrd8kcBhgxWZQpFCTuh8e0hZ,StabNoob,100,37,22,59,62.71186440677966,14.0560627412536,107.0,107.0,Rengar
236,2649,GOLD,I,eAZ8OF__khbtBav4DcsF3027KsQRp8GBSnKDLVZjSQn2RxQv,Rengar From Hell,22,17,13,30,56.666666666666664,11.151799247740414,107.0,107.0,Rengar
237,2731,GOLD,II,vxHIYj7OemobCT7Xuo7mpTwC0gXRWi7QTZbX_feouFAbXaYp,lIlIlIlIIIlllIIl,95,7,12,19,36.84210526315789,5.8382892286858885,107.0,107.0,Rengar
238,2762,GOLD,II,953RodVH52YITSGm_jd4WCE7LPXpzhjINtQ6y__m2yM2enZ0,Negativíty,60,60,50,110,54.54545454545454,7.868827893717335,107.0,107.0,Rengar
239,2778,GOLD,II,VkvBTNKW-iO7KH8P9yHHdS97LOR_mB7b3A6BqwGwLHf7zchQ,Khán,0,56,52,108,51.85185185185185,19.326378421261406,107.0,107.0,Rengar
240,2918,GOLD,III,_oDDvAmaXpVNEoc3cuWujUKp_CRxnL4i5w4yrR-6HFcvFmM6,Iron Four Life,33,16,13,29,55.172413793103445,29.239988045427374,107.0,107.0,Rengar
241,3090,GOLD,IV,KFyqs_Ofm2E90UGsX8noxqnk2fWglv97RTFHQeMFznaSGcfX,nxside,25,26,25,51,50.98039215686274,12.509647127870295,107.0,107.0,Rengar
242,3183,GOLD,IV,53STrIsFH6E_AGfnv_Poi1YUxsWR5LQsQEjVqQH3yl47jwWy,I ran away,0,166,173,339,48.96755162241888,7.3547309909984655,107.0,107.0,Rengar
243,3291,PLATINUM,I,B6QQ2Uzx7WDP-xij8f5uY0lDkM3QkSKRcNym7RGvv_JfivhE,So Sørry,0,24,17,41,58.536585365853654,8.590687522735541,107.0,107.0,Rengar
244,3297,PLATINUM,I,zPZ08D7032UiWhIzIqaMhIEV86SSIWSU18xzioQDI1QZf_4q,First Sol,75,32,37,69,46.3768115942029,13.620507906085288,107.0,107.0,Rengar
245,3301,PLATINUM,I,8p2af2J43qTu_zLUxm9GzpIQi4NwQLgFGAMdN61pDh0ckK9P,Bıg Braın Human,20,27,44,71,38.028169014084504,10.683661088923717,107.0,107.0,Rengar
246,3411,PLATINUM,I,t6G_9zH4iXPvPhvqcKbc4rEDTf8XledyzDkzoMTJbNkCj_0F,Sc Itspjsalvador,47,38,22,60,63.33333333333333,13.84674329501916,107.0,107.0,Rengar
247,3535,PLATINUM,II,gzAvET90POQEt48KAhk271HpRhSg7j-6OxPCxjEY57r7N7tF,Rambo in a bush,0,71,65,136,52.20588235294118,10.685754062024877,107.0,107.0,Rengar
248,3623,PLATINUM,II,_hPbAN3Dt_ZdeNxEnJDq3956E-g5gqAaMv1GrnqwwTjk54ZE,Subsist2,0,6,9,15,40.0,5.7306997598759,107.0,107.0,Rengar
249,4103,DIAMOND,I,EIPwLK_q8TCtxx21STFreaT3uz5s1-LxqIgOqJHYnHA,Smmmmmmmmmmart,34,35,23,58,60.3448275862069,5.059216502094992,107.0,107.0,Rengar
250,4121,DIAMOND,I,OHHLB_LKGXR-9WP5XU_hqU3_3aYZlvZ4Jth4cZdmhd2bbqjI,135798642,57,73,55,128,57.03125,10.568362684191609,107.0,107.0,Rengar
251,4188,DIAMOND,II,ehjdJW_NWv4szbmN0xeEbl631pg5XB92vxj5LvruKBhe0Gy0,Enemy Rengar,0,87,73,160,54.37499999999999,10.542447118233582,107.0,107.0,Rengar
252,4224,DIAMOND,II,7HWH1hcW9CiiJb3H8OaTuC8YdV1o-ElVqJURoEp1npN9lcx6,HUMPME PUMPME 2,87,87,61,148,58.78378378378378,13.397222729764296,107.0,107.0,Rengar
253,1752,SILVER,I,3xI4Vjm0jrMs53T7dfWsrz8sDZlA4wz_rZM4qQikGwsSSwJZ,jay017,0,38,32,70,54.285714285714285,20.47094028461232,75.0,75.0,Nasus
